Map,Pokemon,DexID,Morning,Day,Night,MinLvl,MaxLvl,Item,Member,Tier
Fiery Path,Koffing,109,1,1,1,20,22,Smoke Ball,0,Common
Fiery Path,Machop,66,1,1,1,20,22,Payapa Berry,0,Common
Fiery Path,Magby,240,1,1,1,20,22,Magmarizer,0,Rare
Fiery Path,Numel,322,1,1,1,20,22,Rawst Berry,0,Uncommon
Fiery Path,Roggenrola,524,1,1,1,23,25,Hard Stone,1,Rare
Fiery Path,Slugma,218,1,1,1,20,22,Heat Rock,0,Common
Fiery Path,Torkoal,324,1,1,1,20,22,Heat Rock,0,Uncommon
Five Isle Meadow,Hoppip,187,1,1,0,15,19,,0,Common
Five Isle Meadow,Meowth,52,1,0,1,15,19,,0,Common
Five Isle Meadow,Persian,53,0,0,1,46,50,,0,Common
Five Isle Meadow,Pidgeotto,17,1,1,1,46,50,,0,Common
Five Isle Meadow,Ponyta,77,1,1,1,15,19,,0,Uncommon
Five Isle Meadow,Psyduck,54,1,1,1,15,19,,0,Common
Five Isle Meadow,Rapidash,78,1,1,1,20,24,,0,Uncommon
Five Isle Meadow,Sentret,161,1,1,0,10,14,,0,Common
Five Isle Meadow,Skiddo,672,1,1,1,10,14,,1,Rare
Five Isle Meadow,Slowpoke,79,1,1,1,12,16,Lagging Tail,0,Common
Flake Path,Dunsparce,206,1,1,1,22,24,Mago Berry,0,Common
Flake Path,Hoothoot,163,1,1,1,22,24,,0,Common
Flake Path,Munchlax,446,1,1,1,22,24,Leftovers,0,Rare
Flake Path,Numel,322,1,1,1,22,24,Rawst Berry,0,Uncommon
Flake Path,Pawniard,624,1,1,1,22,24,,0,Rare
Flake Path,Spoink,325,1,1,1,22,24,Tanga Berry,0,Uncommon
Flake Path,Teddiursa,216,1,1,1,22,24,Sitrus Berry,0,Common
Flake Path,Vulpix,37,1,1,1,22,24,Rawst Berry,0,Uncommon
Flake Wood,Bouffalant,626,1,1,1,25,30,,0,Rare
Flake Wood,Buneary,427,1,1,1,18,20,Chople Berry,0,Uncommon
Flake Wood,Hoothoot,163,1,1,1,20,24,,0,Common
Flake Wood,Kricketot,401,1,1,1,25,31,,0,Uncommon
Flake Wood,Sentret,161,1,1,1,25,31,,0,Common
Flake Wood,Stantler,234,1,1,1,17,20,,0,Common
Flake Wood,Swablu,333,1,1,1,21,22,,0,Rare
Flake Wood,Vulpix,37,1,1,1,25,31,Rawst Berry,0,Uncommon
Forest Dungeon Entrance,Bellsprout,69,1,1,1,25,31,,0,Common
Forest Dungeon Entrance,Bunnelby,659,1,1,1,25,31,,0,Rare
Forest Dungeon Entrance,Diggersby,660,1,1,1,25,31,,0,Rare
Forest Dungeon Entrance,Sentret,161,1,1,1,25,31,,0,Common
Forest Dungeon Entrance,Shroomish,285,1,1,1,25,31,,0,Uncommon
Forest Dungeon Entrance,Starly,396,1,1,1,25,31,,0,Common
Forest Dungeon Entrance,Tangela,114,1,1,1,25,31,,0,Common
Forest Maze,Gloom,44,1,1,1,25,31,,0,Common
Forest Maze,Oddish,43,1,1,1,25,31,,0,Common
Forest Maze,Pansage,511,1,1,1,25,31,,0,Uncommon
Forest Maze,Slaking,289,1,1,1,25,31,,0,Rare
Forest Maze,Slakoth,287,1,1,1,25,31,,0,Uncommon
Forest Maze,Vileplume,45,1,1,1,25,31,,0,Uncommon
Forest Maze,Wurmple,265,1,1,1,25,31,,0,Common
Forest Maze,Yanma,193,1,1,1,25,31,,0,Uncommon
Forest Maze Underground,Bellsprout,69,1,1,1,25,31,,0,Common
Forest Maze Underground,Geodude,74,1,1,1,25,31,,0,Common
Forest Maze Underground,Gigalith,526,1,1,1,25,31,,0,Rare
Forest Maze Underground,Graveler,75,1,1,1,25,31,,0,Common
Forest Maze Underground,Roggenrola,524,1,1,1,25,31,,0,Rare
Forest Maze Underground,Sandshrew,27,1,1,1,25,31,,0,Common
Forest Maze Underground,Weepinbell,70,1,1,1,25,31,,0,Common
Forest Pit,Dunsparce,206,1,1,1,26,30,,0,Common
Forest Pit,Houndour,228,0,0,1,26,30,,0,Rare
Forest Pit,Larvitar,246,1,1,0,26,30,,0,Rare
Forest Pit,Ledyba,165,1,1,1,26,30,,0,Common
Forest Pit,Murkrow,198,0,0,1,26,30,,0,Rare
Forest Pit,Pineco,204,1,1,0,26,30,,0,Rare
Forest Pit,Rhyhorn,111,1,1,1,26,30,,0,Uncommon
Forest Pit,Sentret,161,1,1,1,18,22,,0,Common
Forest Pit,Slugma,218,1,1,1,26,30,,0,Common
Forest Pit,Snivy,495,1,1,1,26,30,,0,Rare
Forest Pit,Sudowoodo,185,1,1,1,26,30,,0,Rare
Forest Pit,Sunkern,191,1,1,1,26,30,,0,Common
Forest Pit,Teddiursa,216,1,1,1,26,30,,0,Common
Forest Pit,Tepig,498,1,1,1,20,24,,0,Rare
Forest Pit,Ursaring,217,1,1,1,26,30,Flame Orb,0,Uncommon
Forlorn Nesting Grounds,Bagon,371,1,1,1,28,32,Dragon Fang,0,Rare
Forlorn Nesting Grounds,Duskull,355,1,1,1,28,32,Kasib Berry,0,Uncommon
Forlorn Nesting Grounds,Houndour,228,1,1,1,28,32,Charcoal,0,Rare
Forlorn Nesting Grounds,Magnemite,81,1,1,1,28,32,Metal Coat,0,Common
Forlorn Nesting Grounds,Slowpoke,79,1,1,1,28,32,Lagging Tail,0,Common
Forlorn Nesting Grounds,Tangela,114,1,1,1,28,32,,0,Common
Forlorn Nesting Grounds,Treecko,252,1,1,1,28,32,,0,Rare
Forlorn Nesting Grounds,Vulpix,37,1,1,1,28,32,Rawst Berry,0,Uncommon
Frost Valley,Audino,531,1,1,1,15,17,Sitrus Berry,0,Rare
Frost Valley,Eevee,133,1,1,1,15,17,,0,Rare
Frost Valley,Glameow,431,1,1,1,15,17,Cheri Berry,0,Uncommon
Frost Valley,Hoothoot,163,1,1,1,15,17,,0,Common
Frost Valley,Mareep,179,1,1,1,15,17,Shuca Berry,0,Common
Frost Valley,Petilil,548,1,1,1,15,17,,0,Rare
Frost Valley,Sentret,161,1,1,1,15,17,Oran Berry,0,Common
Frost Valley,Skitty,300,1,1,1,15,17,Chilan Berry,0,Uncommon
Frozen Cave B1F,Absol,359,1,1,1,25,31,Aspear Berry,0,Rare
Frozen Cave B1F,Deino,633,1,1,1,25,31,,0,Rare
Frozen Cave B1F,Lickitung,108,1,1,1,25,31,Lagging Tail,0,Uncommon
Frozen Cave B1F,Numel,322,1,1,1,25,29,Rawst Berry,0,Uncommon
Frozen Cave B1F,Sandshrew,27,1,1,1,25,31,Quick Claw,0,Common
Frozen Cave B1F,Unown,201,1,1,1,25,31,,0,Common
Frozen Cave B1F,Vulpix-Alolan,3062,1,1,1,25,31,Ice Stone,0,Rare
Frozen Cave B1F,Zubat,41,1,1,1,25,31,,0,Common
Frozen Cave B2F,Axew,610,1,1,1,25,31,,0,Rare
Frozen Cave B2F,Delibird,225,1,1,1,25,31,,0,Common
Frozen Cave B2F,Psyduck,54,1,1,1,25,31,,0,Common
Frozen Cave B2F,Skitty,300,1,1,1,25,31,Chilan Berry,0,Uncommon
Frozen Cave B2F,Smoochum,238,1,1,1,25,31,Aspear Berry,0,Rare
Frozen Cave B2F,Sneasel,215,1,1,1,25,31,Razor Claw,0,Uncommon
Frozen Cave B2F,Spheal,363,1,1,1,25,31,,0,Uncommon
Frozen Cave B2F,Swinub,220,1,1,1,25,27,Aspear Berry,0,Common
Frozen Cave Entrance,Baltoy,343,1,1,1,25,27,Light Clay,0,Uncommon
Frozen Cave Entrance,Beldum,374,1,1,1,25,31,Metal Coat,0,Rare
Frozen Cave Entrance,Cubchoo,613,1,1,1,25,31,,0,Rare
Frozen Cave Entrance,Delibird,225,1,1,1,25,31,,0,Common
Frozen Cave Entrance,Lillipup,506,1,1,1,29,31,,0,Uncommon
Frozen Cave Entrance,Spheal,363,1,1,1,25,31,,0,Uncommon
Frozen Cave Entrance,Swinub,220,1,1,1,25,27,Aspear Berry,0,Common
Frozen Cave Entrance,Zubat,41,1,1,1,25,31,,0,Common
Fuego Ironworks,Bidoof,399,1,1,1,20,32,,0,Common
Fuego Ironworks,Hoppip,187,1,1,1,28,31,,0,Common
Fuego Ironworks,Luxio,404,1,1,1,28,31,,0,Rare
Fuego Ironworks,Magmar,126,1,1,1,28,31,,0,Rare
Fuego Ironworks,Magnemite,81,1,1,1,28,31,,0,Common
Fuego Ironworks,Pachirisu,417,1,1,1,28,31,,0,Rare
Fuego Ironworks,Shinx,403,1,1,1,28,31,,0,Rare
Fuego Ironworks,Wingull,278,1,1,1,28,31,,0,Common
Galeras Island East,Blitzle,522,1,1,1,27,33,,0,Rare
Galeras Island East,Electrike,309,1,1,1,27,33,,0,Uncommon
Galeras Island East,Emolga,587,1,1,1,27,33,,0,Rare
Galeras Island East,Magnemite,81,1,1,1,27,33,,0,Common
Galeras Island East,Magneton,82,1,1,1,27,33,,0,Common
Galeras Island East,Mareep,179,1,1,1,27,33,,0,Common
Galeras Island East,Pikachu,25,1,1,1,27,33,,0,Uncommon
Galeras Island East,Voltorb,100,1,1,1,27,33,,0,Common
Galeras Island West,Darumaka,554,1,1,1,27,33,,0,Rare
Galeras Island West,Growlithe,58,1,1,1,27,33,,0,Uncommon
Galeras Island West,Litleo,667,1,1,1,27,33,,0,Rare
Galeras Island West,Magby,240,1,1,1,27,33,,0,Rare
Galeras Island West,Phanpy,231,1,1,1,27,33,,0,Uncommon
Galeras Island West,Sandshrew,27,1,1,1,27,33,,0,Common
Galeras Island West,Slugma,218,1,1,1,27,33,,0,Common
Galeras Island West,Vulpix,37,1,1,1,27,33,,0,Uncommon
Ghoul Swamp,Ariados,168,1,1,1,20,24,,0,Common
Ghoul Swamp,Chikorita,152,1,1,1,10,14,,0,Rare
Ghoul Swamp,Foongus,590,1,1,1,20,24,Tiny Mushroom,0,Rare
Ghoul Swamp,Spinarak,167,1,1,1,20,24,Tamato Berry,0,Common
Ghoul Swamp,Tangela,114,1,1,1,20,24,,0,Common
Ghoul Swamp,Tangrowth,465,1,1,1,20,24,,0,Uncommon
Ghoul Swamp,Vivillon,666,1,1,1,20,24,SilverPowder,0,Uncommon
Granite Cave 1F,Abra,63,1,1,1,9,13,TwistedSpoon,0,Uncommon
Granite Cave 1F,Diglett,50,1,1,1,9,13,Soft Sand,0,Common
Granite Cave 1F,Geodude,74,1,1,1,9,13,Hard Stone,0,Common
Granite Cave 1F,Makuhita,296,1,1,1,9,13,Black Belt,0,Common
Granite Cave 1F,Rhyhorn,111,1,1,1,9,13,Protector,0,Uncommon
Granite Cave 1F,Timburr,532,1,1,1,15,18,,1,Rare
Granite Cave 1F,Zubat,41,1,1,1,9,13,,0,Common
Granite Cave 1F2,Abra,63,1,1,1,12,14,TwistedSpoon,0,Uncommon
Granite Cave 1F2,Geodude,74,1,1,1,12,14,,0,Common
Granite Cave 1F2,Makuhita,296,1,1,1,12,14,Black Belt,0,Uncommon
Granite Cave 1F2,Zubat,41,1,1,1,12,14,,0,Common
Granite Cave B1F,Abra,63,1,1,1,12,14,TwistedSpoon,0,Uncommon
Granite Cave B1F,Aron,304,0,1,0,12,14,Hard Stone,0,Rare
Granite Cave B1F,Axew,610,1,0,1,16,18,,0,Rare
Granite Cave B1F,Geodude,74,1,1,1,12,14,,0,Common
Granite Cave B1F,Makuhita,296,1,1,1,12,14,Black Belt,0,Uncommon
Granite Cave B1F,Onix,95,1,1,1,12,14,Hard Stone,0,Uncommon
Granite Cave B1F,Whismur,293,1,1,1,12,14,Chesto Berry,0,Common
Granite Cave B1F,Zubat,41,1,1,1,12,14,,0,Common
Granite Cave B2F,Abra,63,1,1,1,12,14,TwistedSpoon,0,Uncommon
Granite Cave B2F,Geodude,74,1,1,1,12,14,,0,Common
Granite Cave B2F,Makuhita,296,1,1,1,12,14,Black Belt,0,Uncommon
Granite Cave B2F,Mawile,303,0,1,0,12,14,,0,Rare
Granite Cave B2F,Nosepass,299,1,1,1,12,14,Hard Stone,0,Rare
Granite Cave B2F,Onix,95,1,1,1,12,14,Hard Stone,0,Uncommon
Granite Cave B2F,Sableye,302,1,0,1,12,14,Scope Lens,0,Rare
Granite Cave B2F,Zubat,41,1,1,1,12,14,,0,Common
Guild Island Cave,Bergmite,712,1,1,1,42,50,,0,Rare
Guild Island Cave,Bronzor,436,1,1,1,42,50,,0,Common
Guild Island Cave,Clefairy,35,1,1,1,42,50,,0,Common
Guild Island Cave,Larvesta,636,1,1,1,42,50,,0,Rare
Guild Island Cave,Marill,183,1,1,1,42,50,,0,Uncommon
Guild Island Cave,Sableye,302,1,1,1,42,50,,0,Rare
Guild Island Cave,Skarmory,227,1,1,1,42,50,,0,Rare
Guild Island Cave,Wooper,194,1,1,1,42,50,,0,Common
Guild Island Falls,Hoothoot,163,1,1,1,42,50,,0,Common
Guild Island Falls,Illumise,314,1,1,1,42,50,,0,Uncommon
Guild Island Falls,Mareep,179,1,1,1,42,50,,0,Common
Guild Island Falls,Rockruff,744,1,1,1,29,37,,0,Rare
Guild Island Falls,Sentret,161,1,1,1,42,50,,0,Common
Guild Island Falls,Shinx,403,1,1,1,42,50,,0,Rare
Guild Island Falls,Volbeat,313,1,1,1,42,50,,0,Uncommon
Guild Island Forest,Budew,406,1,1,1,42,50,,0,Common
Guild Island Forest,Chansey,113,1,1,1,42,50,,0,Rare
Guild Island Forest,Cleffa,173,1,1,1,42,50,,0,Uncommon
Guild Island Forest,Foongus,590,1,1,1,42,50,,0,Rare
Guild Island Forest,Golbat,42,1,1,1,42,50,,0,Uncommon
Guild Island Forest,Natu,177,1,1,1,42,50,,0,Common
Guild Island Forest,Scyther,123,1,1,1,42,50,,0,Rare
Guild Island Forest,Tangela,114,1,1,1,42,50,,0,Common
High Tide Entrance Room,Cubchoo,613,1,1,1,30,38,,1,Rare
High Tide Entrance Room,Delibird,225,1,1,1,30,38,Never-Melt Ice,0,Common
High Tide Entrance Room,Dewgong,87,1,1,1,30,38,,0,Common
High Tide Entrance Room,Golbat,42,1,1,1,30,38,,0,Common
High Tide Entrance Room,Sealeo,364,1,1,1,30,38,,0,Uncommon
High Tide Entrance Room,Spheal,363,1,1,1,30,38,,0,Uncommon
Hoenn Safari Zone Area 1,Castform,351,1,1,1,28,32,Mystic Water,0,Rare
Hoenn Safari Zone Area 1,Girafarig,203,1,1,1,28,32,Persim Berry,0,Common
Hoenn Safari Zone Area 1,Gulpin,316,1,1,1,28,32,Iapapa Berry,0,Uncommon
Hoenn Safari Zone Area 1,Natu,177,1,1,1,28,32,,0,Common
Hoenn Safari Zone Area 1,Pidgeotto,17,0,1,0,28,32,,0,Common
Hoenn Safari Zone Area 1,Pikachu,25,1,1,1,28,32,Light Ball,0,Uncommon
Hoenn Safari Zone Area 1,Psyduck,54,1,0,1,28,32,,0,Common
Hoenn Safari Zone Area 1,Roselia,315,1,1,1,28,32,Poison Barb,0,Uncommon
Hoenn Safari Zone Area 1,Solosis,577,1,1,1,33,36,Persim Berry,1,Rare
Hoenn Safari Zone Area 1,Wynaut,360,1,1,1,10,14,,0,Rare
Hoenn Safari Zone Area 2,Aron,304,1,1,1,22,26,Hard Stone,0,Rare
Hoenn Safari Zone Area 2,Beldum,374,1,1,1,33,36,Metal Coat,0,Rare
Hoenn Safari Zone Area 2,Doduo,84,1,1,0,28,32,Sharp Beak,0,Common
Hoenn Safari Zone Area 2,Helioptile,694,1,1,1,22,26,,1,Rare
Hoenn Safari Zone Area 2,Lombre,271,1,1,1,28,32,Mental Herb,0,Common
Hoenn Safari Zone Area 2,Natu,177,1,1,1,28,32,,0,Common
Hoenn Safari Zone Area 2,Oddish,43,0,0,1,28,32,,0,Common
Hoenn Safari Zone Area 2,Plusle,311,1,1,1,28,32,,0,Uncommon
Hoenn Safari Zone Area 2,Seviper,336,1,1,1,28,32,Shed Shell,0,Uncommon
Hoenn Safari Zone Area 2,Shroomish,285,1,1,1,28,32,Kebia Berry,0,Uncommon
Hoenn Safari Zone Area 2,Zigzagoon,263,1,1,1,26,30,Oran Berry,0,Common
Hoenn Safari Zone Area 3,Absol,359,1,1,1,28,32,,0,Rare
Hoenn Safari Zone Area 3,Cacnea,331,1,1,1,28,32,Sticky Barb,0,Common
Hoenn Safari Zone Area 3,Dodrio,85,1,1,1,16,20,Sharp Beak,0,Common
Hoenn Safari Zone Area 3,Fletchling,661,1,1,1,28,32,,1,Rare
Hoenn Safari Zone Area 3,Pineco,204,1,1,1,28,32,Custap Berry,0,Rare
Hoenn Safari Zone Area 3,Rhyhorn,111,1,1,1,28,32,,0,Uncommon
Hoenn Safari Zone Area 3,Seedot,273,1,1,1,28,32,,0,Common
Hoenn Safari Zone Area 3,Skitty,300,1,1,1,28,32,Chilan Berry,0,Uncommon
Hoenn Safari Zone Area 3,Spoink,325,1,1,1,28,32,Tanga Berry,0,Uncommon
Hoenn Safari Zone Area 4,Baltoy,343,1,1,1,22,26,Light Clay,0,Uncommon
Hoenn Safari Zone Area 4,Duskull,355,0,1,0,28,32,Kasib Berry,0,Uncommon
Hoenn Safari Zone Area 4,Geodude,74,1,1,1,18,22,Hard Stone,0,Common
Hoenn Safari Zone Area 4,Graveler,75,1,1,1,18,22,Hard Stone,0,Common
Hoenn Safari Zone Area 4,Litleo,667,1,0,1,14,18,,1,Rare
Hoenn Safari Zone Area 4,Nincada,290,0,1,0,28,32,Soft Sand,0,Rare
Hoenn Safari Zone Area 4,Phanpy,231,1,0,0,22,26,Passho Berry,0,Uncommon
Hoenn Safari Zone Area 4,Rhyhorn,111,1,1,1,28,32,,0,Uncommon
Hoenn Safari Zone Area 4,Shuppet,353,0,0,1,20,25,Spell Tag,0,Uncommon
Hoenn Safari Zone Area 4,Teddiursa,216,1,1,1,28,32,,0,Common
Hoenn Safari Zone Area 4,Torchic,255,1,0,1,28,32,,0,Rare
Hoenn Safari Zone Area 4,Trapinch,328,0,1,0,28,32,Soft Sand,0,Rare
Hoenn Safari Zone Area 5,Electrike,309,1,1,1,28,32,,0,Uncommon
Hoenn Safari Zone Area 5,Mareep,179,1,1,1,12,16,Shuca Berry,0,Common
Hoenn Safari Zone Area 5,Nosepass,299,1,1,1,23,24,Magnet,0,Rare
Hoenn Safari Zone Area 5,Plusle,311,1,1,1,28,32,,0,Uncommon
Hoenn Safari Zone Area 5,Ralts,280,1,1,1,28,32,Dawn Stone,0,Rare
Hoenn Safari Zone Area 5,Sunkern,191,1,1,1,28,32,Coba Berry,0,Common
Hoenn Safari Zone Area 5,Taillow,276,1,1,1,28,32,Charti Berry,0,Common
Hoenn Safari Zone Area 5,Volbeat,313,1,1,1,28,32,Figy Berry,0,Uncommon
Hoenn Safari Zone Area 5,Zangoose,335,1,1,1,28,32,Quick Claw,0,Rare
Hoenn Safari Zone Area 6,Aipom,190,0,1,0,28,32,,0,Uncommon
Hoenn Safari Zone Area 6,Houndour,228,0,0,1,28,32,Charcoal,0,Rare
Hoenn Safari Zone Area 6,Illumise,314,1,1,1,28,32,,0,Uncommon
Hoenn Safari Zone Area 6,Mightyena,262,1,1,1,28,32,Pecha Berry,0,Common
Hoenn Safari Zone Area 6,Minccino,572,1,1,0,14,18,Shiny Stone,1,Rare
Hoenn Safari Zone Area 6,Poochyena,261,1,1,1,28,32,Pecha Berry,0,Common
Hoenn Safari Zone Area 6,Slakoth,287,1,0,1,28,32,,0,Uncommon
Hoenn Safari Zone Area 6,Stantler,234,1,1,1,12,16,,0,Common
Hoenn Safari Zone Area 6,Treecko,252,1,1,1,28,32,,0,Rare
Hoenn Safari Zone Area 6,Whismur,293,0,1,0,28,32,Chesto Berry,0,Common
Howling Woods,Abra,63,1,1,1,20,22,TwistedSpoon,0,Uncommon
Howling Woods,Bulbasaur,1,1,1,1,10,14,,0,Rare
Howling Woods,Foongus,590,1,1,1,23,27,Tiny Mushroom,0,Rare
Howling Woods,Petilil,548,1,1,1,20,22,,0,Rare
Howling Woods,Pikachu,25,1,1,1,20,22,Light Ball,0,Uncommon
Howling Woods,Seedot,273,1,1,1,20,22,Power Herb,0,Common
Howling Woods,Tangela,114,1,1,1,20,22,,0,Common
Howling Woods,Teddiursa,216,1,1,1,20,22,Sitrus Berry,0,Common
Howling Woods,Vivillon,666,1,1,1,20,22,,0,Uncommon
Ice Island Seaway,Krabby,98,1,1,1,15,19,,0,Common
Ice Island Seaway,Poliwag,60,1,1,1,15,19,,0,Common
Ice Island Seaway,Wooper,194,1,1,1,15,19,,0,Common
Ice Island Seaway Frozen,Krabby,98,1,1,1,15,19,,0,Common
Ice Island Seaway Frozen,Poliwag,60,1,1,1,15,19,,0,Common
Ice Island Seaway Frozen,Wooper,194,1,1,1,15,19,,0,Common
Ice Path 1F,Delibird,225,0,0,1,38,42,Never-Melt Ice,0,Common
Ice Path 1F,Geodude,74,1,1,0,23,23,Hard Stone,0,Common
Ice Path 1F,Golbat,42,1,1,1,38,42,,0,Common
Ice Path 1F,Jynx,124,1,1,1,38,42,Aspear Berry,0,Rare
Ice Path 1F,Swinub,220,1,1,1,27,27,Aspear Berry,0,Common
Ice Path 1F,Zubat,41,1,1,1,38,42,,0,Common
Ice Path B1F,Delibird,225,0,0,1,38,42,Never-Melt Ice,0,Common
Ice Path B1F,Golbat,42,1,1,1,38,42,,0,Common
Ice Path B1F,Graveler,75,1,1,0,23,23,Hard Stone,0,Common
Ice Path B1F,Jynx,124,1,1,1,38,42,Aspear Berry,0,Rare
Ice Path B1F,Swinub,220,1,1,1,27,27,Aspear Berry,0,Common
Ice Path B1F,Zubat,41,1,1,1,38,42,,0,Common
Ice Path B2F,Absol,359,1,1,1,38,42,,1,Rare
Ice Path B2F,Delibird,225,1,1,1,38,42,Never-Melt Ice,0,Common
Ice Path B2F,Golbat,42,1,1,1,38,42,,0,Common
Ice Path B2F,Sneasel,215,1,1,1,38,42,Razor Claw,0,Uncommon
Ice Path B2F,Swinub,220,1,1,1,27,27,Never-Melt Ice,0,Common
Ice Path B2F,Zubat,41,1,1,1,38,42,Never-Melt Ice,0,Common
Ice Path B3F,Delibird,225,1,1,1,38,42,Never-Melt Ice,0,Common
Ice Path B3F,Golbat,42,1,1,1,38,42,,0,Common
Ice Path B3F,Smoochum,238,1,1,1,38,42,Aspear Berry,0,Rare
Ice Path B3F,Sneasel,215,1,1,1,38,42,Razor Claw,0,Uncommon
Ice Path B3F,Swinub,220,1,1,1,27,27,Aspear Berry,0,Common
Ice Path B3F,Zubat,41,1,1,1,38,42,,0,Common
Icefall Back Cave,Dewgong,87,1,1,1,41,45,,0,Common
Icefall Back Cave,Golbat,42,1,1,1,41,45,,0,Common
Icefall Back Cave,Psyduck,54,1,1,1,41,45,,0,Common
Icefall Back Cave,Seel,86,1,1,1,41,45,,0,Common
Icefall Back Cave,Slowpoke,79,1,1,1,41,45,Lagging Tail,0,Common
Icefall Back Cave,Zubat,41,1,1,1,41,45,,0,Common
Icefall Cave 1F,Delibird,225,1,1,1,30,34,Never-Melt Ice,0,Common
Icefall Cave 1F,Golbat,42,1,1,1,30,34,,0,Common
Icefall Cave 1F,Seel,86,1,1,1,30,34,,0,Common
Icefall Cave 1F,Sneasel,215,1,1,1,30,34,Razor Claw,1,Rare
Icefall Cave 1F,Swinub,220,1,1,1,30,34,Never-Melt Ice,0,Common
Icefall Cave 1F,Zubat,41,1,1,1,30,34,,0,Common
Icefall Cave B1F,Delibird,225,1,1,1,30,34,Never-Melt Ice,0,Common
Icefall Cave B1F,Golbat,42,1,1,1,30,34,,0,Common
Icefall Cave B1F,Seel,86,1,1,1,30,34,,0,Common
Icefall Cave B1F,Sneasel,215,1,1,1,30,34,Razor Claw,0,Rare
Icefall Cave B1F,Swinub,220,1,1,1,30,34,Never-Melt Ice,0,Common
Icefall Cave B1F,Zubat,41,1,1,1,30,34,,0,Common
Icefall Cave Entrance,Dewgong,87,1,1,1,43,49,,0,Common
Icefall Cave Entrance,Golbat,42,1,1,1,43,49,,0,Common
Icefall Cave Entrance,Psyduck,54,1,1,1,43,49,,0,Common
Icefall Cave Entrance,Seel,86,1,1,1,43,49,,0,Common
Icefall Cave Entrance,Slowpoke,79,1,1,1,43,49,Lagging Tail,0,Common
Icefall Cave Entrance,Zubat,41,1,1,1,43,49,,0,Common
Ilex Forest,Beedrill,15,0,0,1,10,14,Poison Barb,0,Common
Ilex Forest,Budew,406,1,1,1,10,14,Poison Barb,0,Uncommon
Ilex Forest,Butterfree,12,1,1,0,10,14,SilverPowder,0,Common
Ilex Forest,Carnivine,455,1,1,1,10,14,,1,Uncommon
Ilex Forest,Caterpie,10,1,1,0,10,14,Pomeg Berry,0,Common
Ilex Forest,Farfetchd,83,1,1,1,10,14,Stick,0,Uncommon
Ilex Forest,Foongus,590,1,1,1,10,14,Tiny Mushroom,1,Rare
Ilex Forest,Noctowl,164,1,1,1,10,14,,0,Common
Ilex Forest,Paras,46,1,1,1,10,14,Tiny Mushroom,0,Common
Ilex Forest,Pichu,172,1,1,1,10,14,Oran Berry,0,Rare
Ilex Forest,Pineco,204,1,1,1,5,5,Custap Berry,0,Rare
Ilex Forest,Weedle,13,0,0,1,10,14,Kelpsy Berry,0,Common
Iron Island 1F,Cubone,104,1,1,1,30,30,Thick Club,0,Uncommon
Iron Island 1F,Marowak,105,1,1,1,30,30,Thick Club,0,Uncommon
Iron Island 1F,Rhyhorn,111,1,1,1,32,36,,0,Uncommon
Iron Island 1F,Sandshrew,27,1,1,1,32,36,Quick Claw,0,Common
Iron Island 1F,Sandslash,28,1,1,1,32,36,Soft Sand,0,Common
Iron Island 1F,Torkoal,324,1,1,1,32,36,Heat Rock,0,Uncommon
Iron Island B1F L,Graveler,75,1,1,1,32,36,,0,Common
Iron Island B1F L,Machop,66,1,1,1,32,36,,0,Common
Iron Island B1F L,Medicham,308,1,1,1,32,36,,0,Rare
Iron Island B1F L,Onix,95,1,1,1,32,36,,0,Uncommon
Iron Island B1F L,Scraggy,559,1,1,1,25,30,,1,Rare
Iron Island B1F L,Steelix,208,1,1,1,32,36,,0,Rare
Iron Island B1F L,Zubat,41,1,1,1,32,36,,0,Common
Iron Island B1F R,Golbat,42,1,1,1,32,36,,0,Common
Iron Island B1F R,Graveler,75,1,1,1,32,36,,0,Common
Iron Island B1F R,Machoke,67,1,1,1,32,36,,0,Common
Iron Island B1F R,Machop,66,1,1,1,32,36,,0,Common
Iron Island B1F R,Onix,95,1,1,1,32,36,,0,Uncommon
Iron Island B1F R,Pawniard,624,0,0,1,37,41,,1,Rare
Iron Island B1F R,Sableye,302,1,1,1,32,36,,0,Rare
Iron Island B1F R,Steelix,208,1,1,1,32,36,,0,Rare
Iron Island B1F R,Zubat,41,1,1,1,32,36,,0,Common
Iron Island B2F L,Golbat,42,1,1,1,32,36,,0,Common
Iron Island B2F L,Graveler,75,1,1,1,32,36,,0,Common
Iron Island B2F L,Mawile,303,1,1,1,32,36,,1,Rare
Iron Island B2F L,Onix,95,1,1,1,32,36,,0,Uncommon
Iron Island B2F L,Steelix,208,1,1,1,32,36,,0,Rare
Iron Island B2F L,Zubat,41,1,1,1,32,36,,0,Common
Iron Island B2F R,Crobat,169,1,1,1,35,39,,0,Uncommon
Iron Island B2F R,Geodude,74,1,1,1,32,36,,0,Common
Iron Island B2F R,Golbat,42,1,1,1,32,36,,0,Common
Iron Island B2F R,Graveler,75,1,1,1,32,36,,0,Common
Iron Island B2F R,Klink,599,0,1,0,32,36,,0,Rare
Iron Island B2F R,Onix,95,1,1,1,32,36,,0,Uncommon
Iron Island B2F R,Pawniard,624,1,1,1,32,36,,0,Rare
Iron Island Exit Room,Golbat,42,1,1,1,32,36,,0,Common
Iron Island Exit Room,Golbat,42,1,1,1,32,36,,0,Common
Iron Island Exit Room,Graveler,75,1,1,1,32,36,,0,Common
Iron Island Exit Room,Makuhita,296,1,1,1,32,36,,0,Uncommon
